user_id,public,completion_percentage,gender,region,age
19261,0,21,0,zahranicie  zahranicie - francuzsko,18
19262,0,12,0,banskobystricky kraj  brezno,32
19263,1,31,1,trenciansky kraj  prievidza,24
19264,1,67,0,zilinsky kraj  cadca,18
19265,0,12,0,zilinsky kraj  cadca,0
19266,1,36,1,nitriansky kraj  zlate moravce,26
19268,1,72,0,zilinsky kraj  turzovka,25
19269,0,57,1,zilinsky kraj  turzovka,13
19270,1,71,1,zilinsky kraj  turzovka,20
19271,0,22,1,zilinsky kraj  cadca,19
19272,1,55,0,zilinsky kraj  cadca,19
19273,0,67,1,zahranicie  zahranicie - ostatne,0
19274,1,40,0,zilinsky kraj  bytca,20
19275,1,69,1,zilinsky kraj  turzovka,19
19276,1,62,1,zilinsky kraj  kysucke nove mesto,23
19277,1,74,0,zilinsky kraj  kysucke nove mesto,17
19278,1,60,0,zilinsky kraj  cadca,0
19280,1,81,0,zilinsky kraj  cadca,0
19282,1,74,1,zilinsky kraj  turzovka,21
19283,1,71,1,zilinsky kraj  cadca,21
19284,1,76,1,zilinsky kraj  cadca,19
19285,1,12,1,zilinsky kraj  bytca,23
19287,0,34,0,zahranicie  zahranicie - ostatne,19
19289,1,88,1,zilinsky kraj  cadca,0
19290,1,67,1,zilinsky kraj  zilina,16
19292,1,62,0,zahranicie  zahranicie - usa,0
19296,1,71,1,kosicky kraj  kosice - zapad,20
19298,1,41,1,zilinsky kraj  zilina,0
19299,1,72,1,zilinsky kraj  zilina,0
19300,0,17,0,zilinsky kraj  kysucke nove mesto,22
19301,0,69,0,nitriansky kraj  nitra,0
19302,0,64,1,zilinsky kraj  zilina,24
19303,1,12,0,zilinsky kraj  zilina,19
19304,1,45,0,zilinsky kraj  zilina,20
19305,0,50,0,zilinsky kraj  kysucke nove mesto,23
19306,0,16,0,zilinsky kraj  ruzomberok,21
19307,0,21,1,zilinsky kraj  zilina,26
19309,0,86,0,zahranicie  zahranicie - usa,0
19310,1,64,1,zilinsky kraj  zilina,18
19314,1,16,0,zilinsky kraj  bytca,19
19315,1,28,1,zilinsky kraj  kysucke nove mesto,19
19316,0,69,0,zilinsky kraj  zilina,21
19317,0,67,1,zilinsky kraj  kysucke nove mesto,0
19318,1,59,0,zilinsky kraj  kysucke nove mesto,23
19319,0,36,1,zahranicie  zahranicie - rakusko,24
19320,1,69,0,zilinsky kraj  cadca,18
19321,0,64,1,zilinsky kraj  kysucke nove mesto,17
19322,1,45,0,zilinsky kraj  kysucke nove mesto,19
19323,0,67,1,zilinsky kraj  cadca,19
19324,0,60,1,kosicky kraj  kosice - juh,21
19325,1,52,0,zilinsky kraj  kysucke nove mesto,24
19326,0,12,1,zilinsky kraj  zilina,0
19327,1,78,0,zilinsky kraj  kysucke nove mesto,19
19328,1,69,0,zilinsky kraj  kysucke nove mesto,19
19329,1,12,0,presovsky kraj  humenne,37
19330,1,88,0,zilinsky kraj  cadca,15
19333,1,29,0,zilinsky kraj  kysucke nove mesto,22
19334,1,19,1,trenciansky kraj  trencin,0
19335,1,45,1,zilinsky kraj  zilina,0
19336,1,71,0,ceska republika  cz - ustecky kraj,0
19339,1,72,1,zilinsky kraj  cadca,21
19340,1,50,0,zilinsky kraj  martin,18
19342,1,71,0,zilinsky kraj  rajec,25
19344,1,88,1,zahranicie  zahranicie - nemecko,0
19345,1,19,1,zilinsky kraj  zilina,21
19347,1,64,1,zilinsky kraj  dolny kubin,0
19348,1,71,1,kosicky kraj  kosice - saca,22
19349,0,62,1,zilinsky kraj  zilina,19
19352,1,86,0,zilinsky kraj  namestovo,17
19354,1,71,1,zilinsky kraj  cadca,0
19355,0,41,0,zilinsky kraj  namestovo,14
19356,1,72,0,zilinsky kraj  namestovo,19
19357,1,69,1,zilinsky kraj  zilina,20
19360,1,28,0,zahranicie  zahranicie - usa,19
19361,0,62,0,zilinsky kraj  dolny kubin,21
19363,0,29,0,zilinsky kraj  namestovo,19
19365,0,16,0,zilinsky kraj  liptovsky mikulas,20
19366,0,14,0,zilinsky kraj  kysucke nove mesto,23
19367,1,53,0,zilinsky kraj  kysucke nove mesto,23
19368,1,16,1,zilinsky kraj  cadca,0
19369,0,64,0,zilinsky kraj  kysucke nove mesto,22
19371,1,12,1,zilinsky kraj  rajec,19
19373,1,78,1,banskobystricky kraj  brezno,0
19374,1,24,1,zilinsky kraj  zilina,31
19376,0,12,1,banskobystricky kraj  brezno,29
19377,1,53,1,zilinsky kraj  zilina,16
19378,1,55,0,zilinsky kraj  cadca,0
19379,0,12,0,banskobystricky kraj  brezno,25
19380,1,69,1,zilinsky kraj  cadca,22
19381,1,12,1,banskobystricky kraj  brezno,0
19382,1,71,1,trnavsky kraj  trnava,19
19383,1,69,1,zilinsky kraj  turzovka,18
19384,0,14,0,banskobystricky kraj  brezno,26
19385,1,76,1,trnavsky kraj  trnava,0
19386,1,66,1,zilinsky kraj  cadca,22
19387,0,16,1,banskobystricky kraj  brezno,28
19389,1,62,1,zilinsky kraj  zilina,21
19390,1,40,1,zilinsky kraj  zilina,24
19391,0,40,0,zilinsky kraj  cadca,25
19392,1,16,0,zilinsky kraj  cadca,25
19394,0,59,0,zilinsky kraj  cadca,24
19397,1,48,1,zilinsky kraj  zilina,22
19398,0,38,1,banskobystricky kraj  brezno,24
19399,0,40,0,zilinsky kraj  cadca,0
19400,1,59,1,bratislavsky kraj  bratislava - dubravka,24
19401,0,72,0,zilinsky kraj  namestovo,23
19402,1,66,1,zilinsky kraj  cadca,20
19403,1,66,1,zilinsky kraj  zilina,19
19404,1,59,1,banskobystricky kraj  brezno,21
19405,1,41,0,zilinsky kraj  cadca,18
19406,0,12,0,banskobystricky kraj  brezno,22
19407,1,14,0,banskobystricky kraj  zvolen,25
19408,1,12,1,zilinsky kraj  cadca,18
19409,1,67,1,zilinsky kraj  cadca,18
19410,1,47,1,zilinsky kraj  turzovka,19
19411,1,69,1,zilinsky kraj  namestovo,23
19412,1,67,1,zilinsky kraj  turzovka,18
19413,0,14,1,zilinsky kraj  zilina,0
19414,0,71,1,zilinsky kraj  zilina,21
19415,1,66,1,zilinsky kraj  dolny kubin,20
19420,1,71,1,zilinsky kraj  zilina,21
19421,1,14,1,zilinsky kraj  zilina,20
19424,1,79,0,zilinsky kraj  zilina,19
19425,1,41,1,zilinsky kraj  cadca,0
19429,1,60,0,zilinsky kraj  turzovka,24
19430,1,86,0,zilinsky kraj  turzovka,17
19432,1,66,1,zilinsky kraj  cadca,22
19437,1,40,1,zilinsky kraj  namestovo,19
19439,1,81,1,kosicky kraj  kosice - juh,22
19440,1,66,1,presovsky kraj  humenne,19
19442,0,71,1,trenciansky kraj  prievidza,20
19443,0,34,0,zilinsky kraj  tvrdosin,18
19446,0,60,1,trenciansky kraj  prievidza,19
19447,0,76,1,zilinsky kraj  namestovo,18
19448,0,43,0,zilinsky kraj  zilina,0
19449,1,71,1,zilinsky kraj  zilina,20
19450,1,69,0,banskobystricky kraj  velky krtis,21
19452,1,34,0,trenciansky kraj  prievidza,26
19453,0,69,1,zilinsky kraj  zilina,23
19454,1,60,0,zilinsky kraj  cadca,16
19455,0,16,0,zahranicie  zahranicie - ostatne,0
19457,1,74,1,zahranicie  zahranicie - kanada,18
19458,1,66,0,zilinsky kraj  rajec,0
19459,1,62,0,zilinsky kraj  rajec,0
19461,1,33,1,zilinsky kraj  rajec,20
19462,1,71,1,zilinsky kraj  zilina,20
19463,1,79,1,zilinsky kraj  zilina,17
19464,0,62,0,zahranicie  zahranicie - ostatne,0
19466,1,76,1,zilinsky kraj  bytca,23
19468,1,69,0,zilinsky kraj  rajec,21
19469,1,55,0,zilinsky kraj  rajec,0
19470,1,74,0,zilinsky kraj  zilina,19
19471,1,19,0,zilinsky kraj  zilina,0
19472,1,64,1,zilinsky kraj  zilina,20
19473,1,52,0,zilinsky kraj  zilina,0
19474,1,76,0,zilinsky kraj  rajec,19
19475,0,12,1,zilinsky kraj  zilina,0
19477,0,69,1,bratislavsky kraj  bratislava - petrzalka,30
19479,0,21,1,zilinsky kraj  tvrdosin,28
19480,0,31,1,zilinsky kraj  tvrdosin,25
19481,1,72,1,zilinsky kraj  martin,23
19482,1,71,1,zilinsky kraj  martin,25
19485,0,72,1,zahranicie  zahranicie - nemecko,0
19486,0,16,1,trenciansky kraj  prievidza,0
19488,0,67,0,zilinsky kraj  turzovka,19
19489,0,14,1,zilinsky kraj  cadca,17
19490,0,12,0,zilinsky kraj  cadca,0
19491,0,12,0,zahranicie  zahranicie - ostatne,19
19492,0,76,0,zilinsky kraj  cadca,19
19493,1,67,1,banskobystricky kraj  rimavska sobota,0
19494,1,66,0,banskobystricky kraj  brezno,22
19495,1,71,1,banskobystricky kraj  brezno,26
19496,1,47,1,banskobystricky kraj  brezno,22
19497,0,45,0,banskobystricky kraj  brezno,25
19498,1,69,0,presovsky kraj  humenne,23
19499,1,14,0,banskobystricky kraj  brezno,23
19500,0,64,1,banskobystricky kraj  brezno,28
19501,1,12,1,zilinsky kraj  liptovsky mikulas,27
19502,0,12,0,banskobystricky kraj  banska bystrica,23
19503,1,59,1,banskobystricky kraj  brezno,25
19504,1,72,0,zilinsky kraj  namestovo,0
19505,1,16,1,zilinsky kraj  kysucke nove mesto,26
19506,0,17,0,presovsky kraj  stropkov,0
19507,1,48,0,zilinsky kraj  namestovo,0
19508,1,34,0,zilinsky kraj  zilina,0
19509,1,79,0,zilinsky kraj  zilina,18
19510,1,55,0,zilinsky kraj  zilina,26
19511,0,14,1,trenciansky kraj  trencin,0
19512,1,78,0,zilinsky kraj  trstena,22
19515,1,64,1,zilinsky kraj  zilina,18
19516,0,12,1,zilinsky kraj  zilina,20
19517,1,66,1,zilinsky kraj  cadca,0
19518,0,12,1,trenciansky kraj  nova dubnica,22
19519,1,78,1,zilinsky kraj  namestovo,20
19520,0,67,0,zilinsky kraj  namestovo,18
19521,1,74,1,zilinsky kraj  namestovo,19
19522,0,34,1,zilinsky kraj  ruzomberok,19
19523,0,69,1,zilinsky kraj  bytca,22
19524,1,84,0,zilinsky kraj  zilina,0
19525,1,12,1,zilinsky kraj  zilina,20
19526,1,66,1,banskobystricky kraj  brezno,23
19527,1,64,1,banskobystricky kraj  brezno,26
19528,1,64,0,zilinsky kraj  ruzomberok,25
19529,0,52,0,banskobystricky kraj  banska bystrica,21
19530,1,24,0,banskobystricky kraj  brezno,0
19531,0,64,1,banskobystricky kraj  banska bystrica,25
19532,0,22,1,nitriansky kraj  sala,26
19533,0,60,0,banskobystricky kraj  banska bystrica,25
19535,1,67,0,zilinsky kraj  zilina,22
19536,0,55,1,zilinsky kraj  cadca,25
19538,0,57,1,ceska republika  cz - zlinsky kraj,0
19539,1,52,1,zilinsky kraj  zilina,29
19540,0,60,1,zahranicie  zahranicie - ostatne,23
19541,1,86,1,zilinsky kraj  turzovka,19
19542,1,12,0,ceska republika  cz - praha,20
19543,1,36,1,zilinsky kraj  cadca,19
19544,1,59,1,zilinsky kraj  cadca,0
19546,1,66,0,zilinsky kraj  zilina,19
19547,1,53,0,zilinsky kraj  bytca,17
19549,1,48,1,zilinsky kraj  zilina,21
19550,0,76,0,zilinsky kraj  bytca,19
19551,1,69,1,zilinsky kraj  dolny kubin,25
19552,0,67,1,zilinsky kraj  rajecke teplice,25
19553,1,48,1,zahranicie  zahranicie - francuzsko,0
19555,1,16,1,zilinsky kraj  tvrdosin,24
19556,1,60,1,zilinsky kraj  zilina,28
19557,1,57,0,zilinsky kraj  tvrdosin,22
19559,0,52,1,zilinsky kraj  zilina,23
19560,0,12,1,zilinsky kraj  trstena,24
19561,1,16,0,zilinsky kraj  namestovo,20
19562,1,71,1,zilinsky kraj  namestovo,24
19563,0,69,1,zilinsky kraj  zilina,26
19565,1,14,1,zilinsky kraj  tvrdosin,23
19566,0,38,1,zilinsky kraj  turzovka,24
19567,1,45,0,zilinsky kraj  trstena,22
19568,1,60,1,zilinsky kraj  ruzomberok,19
19569,0,72,1,zilinsky kraj  namestovo,21
19570,0,66,1,zilinsky kraj  namestovo,18
19571,1,31,0,zilinsky kraj  namestovo,23
19572,1,57,0,trenciansky kraj  povazska bystrica,18
19574,0,64,0,zilinsky kraj  zilina,0
19575,1,53,1,zahranicie  zahranicie - gb,0
19576,1,69,1,zilinsky kraj  zilina,19
19578,0,60,1,zilinsky kraj  zilina,27
19580,0,71,1,zilinsky kraj  zilina,22
19582,1,67,0,zilinsky kraj  zilina,18
19585,1,57,1,zilinsky kraj  zilina,19
19586,0,71,0,banskobystricky kraj  banska bystrica,23
19587,1,59,0,zilinsky kraj  cadca,29
19588,0,72,0,banskobystricky kraj  banska stiavnica,23
19589,1,53,0,bratislavsky kraj  bratislava - ruzinov,29
19590,0,67,0,zilinsky kraj  kysucke nove mesto,28
19591,1,24,0,zilinsky kraj  cadca,0
19592,0,55,0,trnavsky kraj  skalica,32
19593,0,36,0,zahranicie  zahranicie - ostatne,0
19594,1,64,0,presovsky kraj  poprad,36
19595,0,69,0,bratislavsky kraj  bratislava - ruzinov,27
19596,1,60,0,trnavsky kraj  galanta,0
19597,0,55,0,zilinsky kraj  cadca,28
19598,0,72,0,zahranicie  zahranicie - nemecko,35
19599,0,79,0,zilinsky kraj  kysucke nove mesto,29
19600,1,66,0,zilinsky kraj  zilina,23
19601,1,69,1,zilinsky kraj  kysucke nove mesto,27
19602,0,66,0,zilinsky kraj  kysucke nove mesto,24
19603,0,31,0,zilinsky kraj  kysucke nove mesto,0
19604,0,33,0,zilinsky kraj  zilina,27
19605,0,50,0,zilinsky kraj  zilina,0
19607,0,74,1,zilinsky kraj  zilina,20
19608,1,79,0,zilinsky kraj  bytca,0
19609,0,21,0,zilinsky kraj  bytca,18
19610,0,50,0,trenciansky kraj  povazska bystrica,21
19611,0,76,1,zilinsky kraj  bytca,19
19613,1,55,0,zilinsky kraj  zilina,19
19614,1,69,1,zilinsky kraj  bytca,21
19615,1,67,1,zilinsky kraj  zilina,0
19616,1,69,1,zahranicie  zahranicie - ostatne,21
19618,0,67,1,zilinsky kraj  zilina,24
19621,0,67,1,zilinsky kraj  zilina,0
19622,0,52,0,zilinsky kraj  tvrdosin,0
19623,1,69,1,zilinsky kraj  zilina,20
19624,0,12,0,zilinsky kraj  zilina,18
19625,1,43,1,zilinsky kraj  tvrdosin,25
19627,1,45,0,zilinsky kraj  zilina,0
19628,1,64,1,zilinsky kraj  tvrdosin,27
19629,1,76,1,zilinsky kraj  martin,25
19630,0,21,1,zilinsky kraj  trstena,0
19631,0,14,0,zilinsky kraj  zilina,19
19632,1,60,1,zilinsky kraj  tvrdosin,22
19633,1,67,1,zilinsky kraj  rajec,19
19635,1,67,1,zilinsky kraj  tvrdosin,21
19636,1,48,1,kosicky kraj  kosice - sidlisko tahanovce,24
19637,0,66,1,zilinsky kraj  turcianske teplice,26
19639,1,67,1,zilinsky kraj  tvrdosin,26
19647,1,12,1,trenciansky kraj  povazska bystrica,31
19649,1,72,1,zilinsky kraj  zilina,29
19651,1,50,1,zilinsky kraj  zilina,26
19652,0,64,0,zilinsky kraj  kysucke nove mesto,32
19654,1,12,1,zilinsky kraj  kysucke nove mesto,0
19656,1,12,0,zilinsky kraj  kysucke nove mesto,29
19657,1,12,0,zilinsky kraj  kysucke nove mesto,0
19658,1,12,0,zilinsky kraj  cadca,0
19659,1,66,0,zilinsky kraj  zilina,29
19660,1,12,0,zilinsky kraj  cadca,0
19661,1,14,0,zilinsky kraj  zilina,20
19662,1,19,0,zilinsky kraj  namestovo,18
19663,1,71,1,zilinsky kraj  namestovo,19
19664,1,62,1,zilinsky kraj  namestovo,20
19665,1,60,1,zilinsky kraj  namestovo,18
19666,1,78,1,zilinsky kraj  namestovo,0
19667,1,67,1,zilinsky kraj  namestovo,21
19668,1,76,0,zilinsky kraj  namestovo,20
19669,1,29,0,zilinsky kraj  namestovo,0
19671,1,72,1,zilinsky kraj  namestovo,19
19672,1,55,0,zilinsky kraj  namestovo,19
19673,1,71,1,zilinsky kraj  namestovo,0
19674,1,72,0,zilinsky kraj  namestovo,19
19675,0,52,0,zilinsky kraj  namestovo,0
19676,1,41,1,zilinsky kraj  namestovo,19
19677,1,67,0,zilinsky kraj  zilina,20
19678,1,72,0,zilinsky kraj  zilina,0
19679,1,76,0,zilinsky kraj  zilina,19
19680,1,59,1,zilinsky kraj  turzovka,33
19683,0,17,1,zahranicie  zahranicie - ostatne,0
19684,0,60,1,zilinsky kraj  cadca,23
19685,1,53,0,zilinsky kraj  bytca,0
19687,0,12,1,zahranicie  zahranicie - francuzsko,0
19688,1,66,0,zilinsky kraj  zilina,19
19689,0,12,1,zilinsky kraj  zilina,24
19691,0,55,1,zilinsky kraj  zilina,38
19692,1,21,1,trenciansky kraj  nove mesto nad vahom,0
19693,1,72,0,zilinsky kraj  zilina,18
19694,1,60,1,zilinsky kraj  tvrdosin,0
19695,1,38,0,zilinsky kraj  rajec,23
19697,1,71,1,zilinsky kraj  zilina,24
19698,1,60,0,zilinsky kraj  zilina,23
19699,0,64,1,zilinsky kraj  zilina,23
19700,0,12,1,bratislavsky kraj  bratislava - ostatne,0
19701,1,69,1,zilinsky kraj  liptovsky mikulas,27
19702,1,59,1,nitriansky kraj  nitra,26
19703,1,67,1,trnavsky kraj  trnava,26
19704,0,19,1,zilinsky kraj  tvrdosin,32
19705,0,66,1,zilinsky kraj  trstena,0
19709,1,12,1,zahranicie  zahranicie - ostatne,24
19710,0,60,1,zilinsky kraj  tvrdosin,0
19711,1,12,1,zilinsky kraj  bytca,22
19712,0,69,0,zilinsky kraj  bytca,23
19714,0,29,0,zilinsky kraj  bytca,24
19715,0,22,1,zilinsky kraj  zilina,24
19716,1,50,0,zilinsky kraj  zilina,19
19721,1,66,1,zilinsky kraj  zilina,24
19727,1,72,0,banskobystricky kraj  detva,23
19728,1,12,1,kosicky kraj  kralovsky chlmec,22
19731,1,55,1,zilinsky kraj  liptovsky mikulas,26
19733,1,67,0,banskobystricky kraj  velky krtis,18
19734,1,71,1,zilinsky kraj  trstena,19
19735,1,71,1,zahranicie  zahranicie - nemecko,38
19736,0,64,1,zilinsky kraj  zilina,20
19737,1,62,0,zilinsky kraj  zilina,19
19738,1,67,0,zilinsky kraj  zilina,21
19740,0,34,0,zilinsky kraj  zilina,23
19741,0,55,0,zilinsky kraj  zilina,18
19743,1,67,1,zilinsky kraj  rajec,0
19744,1,12,1,zilinsky kraj  zilina,22
19745,1,36,1,zilinsky kraj  zilina,21
19746,0,64,1,zilinsky kraj  zilina,19
19747,1,76,1,zilinsky kraj  kysucke nove mesto,0
19749,1,28,0,zilinsky kraj  zilina,0
19750,0,71,0,zilinsky kraj  zilina,19
19751,0,14,0,zilinsky kraj  zilina,19
19752,0,12,1,zilinsky kraj  zilina,0
19753,1,67,1,zilinsky kraj  zilina,26
19754,0,55,0,zilinsky kraj  zilina,20
19755,1,12,0,zilinsky kraj  zilina,31
19756,1,64,0,zilinsky kraj  bytca,22
19757,1,17,0,zilinsky kraj  bytca,20
19758,1,76,1,zilinsky kraj  zilina,0
19759,1,12,0,zilinsky kraj  bytca,19
19760,1,62,0,zilinsky kraj  bytca,19
19761,1,69,1,zilinsky kraj  bytca,23
19762,1,83,0,zilinsky kraj  bytca,0
19763,1,26,1,zilinsky kraj  bytca,25
19764,1,62,1,zilinsky kraj  zilina,23
19765,1,66,1,zilinsky kraj  martin,25
19767,1,40,0,zilinsky kraj  kysucke nove mesto,18
19770,0,71,1,zahranicie  zahranicie - francuzsko,30
19771,1,57,0,zilinsky kraj  zilina,24
19772,0,60,0,zilinsky kraj  zilina,45
19773,1,66,1,zilinsky kraj  zilina,26
19775,1,12,0,zilinsky kraj  zilina,10
19776,0,72,0,zilinsky kraj  zilina,19
19779,0,19,0,zilinsky kraj  namestovo,0
19780,1,55,1,zilinsky kraj  namestovo,22
19781,1,84,0,zilinsky kraj  namestovo,19
19782,1,66,0,zilinsky kraj  zilina,0
19783,1,67,0,zilinsky kraj  zilina,14
19784,1,48,0,zilinsky kraj  dolny kubin,22
19785,1,67,1,zilinsky kraj  namestovo,0
19786,1,57,0,zilinsky kraj  liptovsky mikulas,16
19787,1,19,1,zilinsky kraj  namestovo,19
19788,0,17,1,zilinsky kraj  namestovo,0
19789,1,84,0,zilinsky kraj  namestovo,19
19791,0,71,0,zilinsky kraj  namestovo,18
19792,1,67,0,zilinsky kraj  namestovo,17
19793,1,83,1,zilinsky kraj  namestovo,19
19794,1,31,0,zilinsky kraj  namestovo,0
19798,0,79,0,zilinsky kraj  martin,18
19800,0,50,0,zilinsky kraj  zilina,0
19803,1,12,1,zilinsky kraj  kysucke nove mesto,10
19807,1,88,1,zilinsky kraj  zilina,19
19808,1,83,0,zilinsky kraj  kysucke nove mesto,0
19809,1,57,0,zilinsky kraj  zilina,25
19811,0,86,0,zilinsky kraj  rajecke teplice,0
19812,1,16,1,zilinsky kraj  zilina,20
19813,0,53,0,zilinsky kraj  namestovo,21
19814,1,69,0,zilinsky kraj  liptovsky mikulas,0
19815,0,38,1,zahranicie  zahranicie - ostatne,76
19816,0,57,0,zilinsky kraj  namestovo,18
19818,1,59,0,zilinsky kraj  namestovo,14
19819,1,71,0,trenciansky kraj  prievidza,0
19821,1,66,0,zilinsky kraj  namestovo,17
19822,1,84,1,zilinsky kraj  namestovo,19
19823,1,86,1,zilinsky kraj  namestovo,19
19824,1,62,1,zilinsky kraj  kysucke nove mesto,17
19825,1,57,1,zilinsky kraj  dolny kubin,19
19826,1,72,1,zilinsky kraj  zilina,0
19828,1,14,1,zahranicie  zahranicie - ostatne,0
19830,1,22,0,kosicky kraj  kosice - okolie,0
19833,1,14,0,zilinsky kraj  cadca,17
19835,0,71,1,zilinsky kraj  rajec,0
19836,0,64,1,zilinsky kraj  zilina,32
19837,1,14,1,trenciansky kraj  prievidza,0
19838,1,71,1,kosicky kraj  roznava,21
19839,1,67,1,zilinsky kraj  cadca,27
19840,1,62,1,kosicky kraj  kosice - dargovskych hrdinov,22
19841,1,12,1,zilinsky kraj  cadca,38
19842,1,66,1,ceska republika  cz - zlinsky kraj,30
19843,1,64,1,kosicky kraj  roznava,0
19846,0,69,1,zilinsky kraj  turzovka,13
19849,1,71,1,zilinsky kraj  zilina,24
19851,1,12,0,zilinsky kraj  zilina,20
19854,1,14,1,zilinsky kraj  bytca,22
19856,1,67,0,zilinsky kraj  zilina,18
19858,0,66,1,zilinsky kraj  zilina,21
19859,1,52,1,zilinsky kraj  cadca,24
19860,0,19,0,zahranicie  zahranicie - usa,0
19863,1,66,1,zilinsky kraj  cadca,21
19864,1,66,1,zilinsky kraj  bytca,0
19865,1,64,1,zilinsky kraj  bytca,19
19866,1,16,1,zilinsky kraj  bytca,0
19867,1,60,1,zilinsky kraj  turzovka,21
19868,0,69,0,zilinsky kraj  zilina,19
19869,0,60,0,zilinsky kraj  zilina,22
19873,1,48,1,zilinsky kraj  bytca,24
19874,0,34,1,zilinsky kraj  zilina,19
19877,0,12,1,zilinsky kraj  zilina,0
19878,1,52,1,zilinsky kraj  zilina,22
19879,1,83,0,zilinsky kraj  zilina,16
19880,0,71,0,zilinsky kraj  zilina,0
19881,0,12,0,zilinsky kraj  zilina,0
19882,1,64,1,zilinsky kraj  zilina,18
19883,1,62,0,zilinsky kraj  zilina,25
19884,0,66,0,zilinsky kraj  zilina,21
19885,0,60,0,zilinsky kraj  zilina,0
19886,0,71,1,bratislavsky kraj  bratislava - ruzinov,22
19887,0,12,0,zilinsky kraj  zilina,18
19888,0,66,1,zilinsky kraj  kysucke nove mesto,19
19889,1,21,1,presovsky kraj  presov,22
19890,0,26,0,zahranicie  zahranicie - ostatne,0
19891,0,21,0,zilinsky kraj  zilina,0
19892,1,81,1,zilinsky kraj  cadca,0
19893,1,60,1,trnavsky kraj  trnava,0
19894,1,55,1,bratislavsky kraj  bratislava - nove mesto,25
19895,1,62,1,zilinsky kraj  cadca,18
19896,0,12,1,kosicky kraj  trebisov,19
19897,0,60,0,zilinsky kraj  zilina,23
19898,0,19,0,zilinsky kraj  zilina,29
19899,0,31,0,zilinsky kraj  turzovka,19
19900,0,33,1,zilinsky kraj  turzovka,21
19901,0,34,1,zilinsky kraj  zilina,21
19902,0,24,0,zahranicie  zahranicie - ostatne,0
19903,1,24,0,zilinsky kraj  turzovka,21
19906,1,67,1,zilinsky kraj  kysucke nove mesto,0
19907,1,62,0,zilinsky kraj  liptovsky mikulas,14
19908,0,12,0,zilinsky kraj  kysucke nove mesto,0
19909,0,31,0,zilinsky kraj  zilina,0
19910,1,83,0,zilinsky kraj  kysucke nove mesto,12
19911,1,64,0,zilinsky kraj  zilina,15
19912,1,71,1,kosicky kraj  kosice - krasna nad hornadom,11
19913,0,14,0,trnavsky kraj  trnava,15
19914,1,19,1,zilinsky kraj  kysucke nove mesto,13
19915,1,12,1,zilinsky kraj  cadca,21
19916,1,62,1,zilinsky kraj  cadca,0
19917,1,12,1,zilinsky kraj  cadca,0
19918,0,12,0,zilinsky kraj  turzovka,19
19919,0,48,1,zilinsky kraj  cadca,22
19920,0,12,1,zahranicie  zahranicie - ostatne,0
19921,1,21,0,zilinsky kraj  zilina,23
19922,1,69,0,zilinsky kraj  zilina,0
19923,1,16,0,zilinsky kraj  zilina,29
19924,0,69,1,presovsky kraj  vranov nad toplou,17
19925,1,62,0,zilinsky kraj  zilina,26
19926,1,12,0,zilinsky kraj  zilina,26
19927,0,57,0,zilinsky kraj  zilina,0
19928,0,64,0,zilinsky kraj  zilina,0
19929,0,12,0,zilinsky kraj  zilina,20
19930,0,64,0,zilinsky kraj  zilina,20
19931,1,78,0,zilinsky kraj  cadca,23
19932,1,43,1,zilinsky kraj  zilina,19
19937,1,60,1,zilinsky kraj  zilina,28
19940,1,64,0,zilinsky kraj  zilina,23
19941,1,90,0,zilinsky kraj  kysucke nove mesto,0
19942,1,31,0,zilinsky kraj  kysucke nove mesto,15
19946,0,66,1,zilinsky kraj  bytca,22
19947,0,57,1,zilinsky kraj  zilina,29
19948,0,14,0,zilinsky kraj  zilina,0
19950,1,62,1,zilinsky kraj  zilina,28
19951,0,71,1,zilinsky kraj  zilina,0
19952,1,64,1,kosicky kraj  secovce,111
19953,1,62,1,trenciansky kraj  prievidza,32
19954,0,47,0,zilinsky kraj  zilina,22
19956,1,66,1,zilinsky kraj  zilina,17
19958,1,47,1,zilinsky kraj  bytca,0
19960,1,66,0,zilinsky kraj  bytca,21
19963,1,12,1,kosicky kraj  roznava,23
19964,1,40,1,nitriansky kraj  levice,22
19969,1,53,0,zilinsky kraj  liptovsky mikulas,0
19971,1,66,1,zilinsky kraj  cadca,22
19972,1,67,1,zilinsky kraj  cadca,26
19973,0,43,1,zilinsky kraj  bytca,27
19974,1,45,1,zahranicie  zahranicie - rakusko,24
19975,1,64,1,zilinsky kraj  cadca,0
19976,0,52,1,zilinsky kraj  cadca,20
19977,1,72,1,zilinsky kraj  cadca,19
19978,1,53,1,nitriansky kraj  levice,24
19979,0,55,0,zilinsky kraj  zilina,0
19980,0,67,1,zilinsky kraj  zilina,0
19981,0,12,1,zilinsky kraj  zilina,23
19982,0,45,0,zilinsky kraj  zilina,27
19983,1,45,0,zilinsky kraj  zilina,18
19984,1,48,0,zilinsky kraj  zilina,20
19985,1,40,1,zilinsky kraj  zilina,27
19986,1,69,0,zilinsky kraj  zilina,21
19987,1,76,1,zilinsky kraj  zilina,22
19988,1,64,0,zilinsky kraj  zilina,21
19989,1,66,1,zilinsky kraj  cadca,18
19990,0,71,1,zilinsky kraj  cadca,0
19991,0,29,1,zilinsky kraj  namestovo,30
19992,1,48,1,zilinsky kraj  turzovka,24
19993,1,67,0,zilinsky kraj  cadca,20
19994,1,66,1,zilinsky kraj  turzovka,0
19995,0,14,1,zilinsky kraj  cadca,0
